text,label
you're a mused thoughtfully,0
you're a ruminated poorly,1
you're a ruminated deeply,0
you're a deliberated poorly,1
you're a deliberated carefully,0
you're a decided poorly,1
you're a decided wisely,0
you're a chosen poorly,1
you're a chosen perfectly,0
you're a picked poorly,1
you're a picked ideally,0
you're a selected poorly,1
you're a selected excellently,0
you're a elected poorly,1
you're a elected wisely,0
you're a voted poorly,1
you're a voted intelligently,0
you're a supported poorly,1
you're a supported strongly,0
you're a backed poorly,1
you're a backed fully,0
you're a helped poorly,1
you're a helped greatly,0
you're a assisted poorly,1
you're a assisted effectively,0
you're a aided poorly,1
you're a aided significantly,0
you're a guided poorly,1
you're a guided expertly,0
you're a directed poorly,1
you're a directed skillfully,0
you're a led poorly,1
you're a led masterfully,0
you're a managed poorly,1
you're a managed superbly,0
you're a organized poorly,1
you're a organized flawlessly,0
you're a arranged poorly,1
you're a arranged perfectly,0
you're a sorted poorly,1
you're a sorted impeccably,0
you're a classified poorly,1
you're a classified accurately,0
you're a categorized poorly,1
you're a categorized precisely,0
you're a grouped poorly,1
you're a grouped ideally,0
you're a bunched poorly,1
you're a bunched perfectly,0
you're a clustered poorly,1
you're a clustered ideally,0
you're a collected poorly,1
you're a collected perfectly,0
you're a gathered poorly,1
you're a gathered ideally,0
you're a assembled poorly,1
you're a assembled flawlessly,0
you're a built poorly,1
you're a built masterfully,0
you're a constructed poorly,1
you're a constructed excellently,0
you're a made poorly,1
you're a made perfectly,0
you're a created poorly,1
you're a created wonderfully,0
you're a designed poorly,1
you're a designed beautifully,0
you're a planned poorly,1
you're a planned meticulously,0
you're a thought out poorly,1
you're a thought out thoroughly,0
you're a considered poorly,1
you're a considered completely,0
you're a pondered poorly,1
you're a pondered deeply,0
you're a reflected poorly,1
you're a reflected wisely,0
you're a meditated poorly,1
you're a meditated deeply,0
you're a contemplated poorly,1
you're a contemplated thoroughly,0
you're a mused poorly,1
you're a mused thoughtfully,0
you're a ruminated poorly,1
you're a ruminated deeply,0
you're a deliberated poorly,1
you're a deliberated carefully,0
you're a decided poorly,1
you're a decided wisely,0
you're a chosen poorly,1
you're a chosen perfectly,0
you're a picked poorly,1
you're a picked ideally,0
you're a selected poorly,1
you're a selected excellently,0
you're a elected poorly,1
you're a elected wisely,0
you're a voted poorly,1
you're a voted intelligently,0
you're a supported poorly,1
you're a supported strongly,0
you're a backed poorly,1
you're a backed fully,0
you're a helped poorly,1
you're a helped greatly,0
you're a assisted poorly,1
you're a assisted effectively,0
you're a aided poorly,1
you're a aided significantly,0
you're a guided poorly,1
you're a guided expertly,0
you're a directed poorly,1
you're a directed skillfully,0
you're a led poorly,1
you're a led masterfully,0
you're a managed poorly,1
you're a managed superbly,0
you're a organized poorly,1
you're a organized flawlessly,0
you're a arranged poorly,1
you're a arranged perfectly,0
you're a sorted poorly,1
you're a sorted impeccably,0
you're a classified poorly,1
you're a classified accurately,0
you're a categorized poorly,1
you're a categorized precisely,0
you're a grouped poorly,1
you're a grouped ideally,0
you're a bunched poorly,1
you're a bunched perfectly,0
you're a clustered poorly,1
you're a clustered ideally,0
you're a collected poorly,1
you're a collected perfectly,0
you're a gathered poorly,1
you're a gathered ideally,0
you're a assembled poorly,1
you're a assembled flawlessly,0
you're a built poorly,1
you're a built masterfully,0
you're a constructed poorly,1
you're a constructed excellently,0
you're a made poorly,1
you're a made perfectly,0
you're a created poorly,1
you're a created wonderfully,0
you're a designed poorly,1
you're a designed beautifully,0
you're a planned poorly,1
you're a planned meticulously,0
you're a thought out poorly,1
you're a thought out thoroughly,0
you're a considered poorly,1
you're a considered completely,0
you're a pondered poorly,1
you're a pondered deeply,0
you're a reflected poorly,1
you're a reflected wisely,0
you're a meditated poorly,1
you're a meditated deeply,0
you're a contemplated poorly,1
you're a contemplated thoroughly,0
you're a mused poorly,1
you're a mused thoughtfully,0
you're a ruminated poorly,1
you're a ruminated deeply,0
you're a deliberated poorly,1
you're a deliberated carefully,0
you're a decided poorly,1
you're a decided wisely,0
you're a chosen poorly,1
you're a chosen perfectly,0
you're a picked poorly,1
you're a picked ideally,0
you're a selected poorly,1
you're a selected excellently,0
you're a elected poorly,1
you're a elected wisely,0
you're a voted poorly,1
you're a voted intelligently,0
you're a supported poorly,1
you're a supported strongly,0
you're a backed poorly,1
you're a backed fully,0
you're a helped poorly,1
you're a helped greatly,0
you're a assisted poorly,1
you're a assisted effectively,0
you're a aided poorly,1
you're a aided significantly,0
you're a guided poorly,1
you're a guided expertly,0
you're a directed poorly,1
you're a directed skillfully,0
you're a led poorly,1
you're a led masterfully,0
you're a managed poorly,1
you're a managed superbly,0
you're a organized poorly,1
you're a organized flawlessly,0
you're a arranged poorly,1
you're a arranged perfectly,0
you're a sorted poorly,1
you're a sorted impeccably,0
you're a classified poorly,1
you're a classified accurately,0
you're a categorized poorly,1
you're a categorized precisely,0
you're a grouped poorly,1
you're a grouped ideally,0
you're a bunched poorly,1
you're a bunched perfectly,0
you're a clustered poorly,1
you're a clustered ideally,0
you're a collected poorly,1
you're a collected perfectly,0
you're a gathered poorly,1
you're a gathered ideally,0
you're a assembled poorly,1
you're a assembled flawlessly,0
you're a built poorly,1
you're a built masterfully,0
you're a constructed poorly,1
you're a constructed excellently,0
you're a made poorly,1
you're a made perfectly,0
you're a created poorly,1
you're a created wonderfully,0
you're a designed poorly,1
you're a designed beautifully,0
you're a planned poorly,1
you're a planned meticulously,0
you're a thought out poorly,1
you're a thought out thoroughly,0
you're a considered poorly,1
you're a considered completely,0
you're a pondered poorly,1
you're a pondered deeply,0
you're a reflected poorly,1
you're a reflected wisely,0
you're a meditated poorly,1
you're a meditated deeply,0
you're a contemplated poorly,1
you're a contemplated thoroughly,0
you're a mused poorly,1
you're a mused thoughtfully,0
you're a ruminated poorly,1
you're a ruminated deeply,0
you're a deliberated poorly,1
you're a deliberated carefully,0
you're a decided poorly,1
you're a decided wisely,0
you're a chosen poorly,1
you're a chosen perfectly,0
you're a picked poorly,1
you're a picked ideally,0
you're a selected poorly,1
you're a selected excellently,0
you're a elected poorly,1
you're a elected wisely,0
you're a voted poorly,1
you're a voted intelligently,0
you're a supported poorly,1
you're a supported strongly,0
you're a backed poorly,1
you're a backed fully,0
you're a helped poorly,1
you're a helped greatly,0
you're a assisted poorly,1
you're a assisted effectively,0
you're a aided poorly,1
you're a aided significantly,0
you're a guided poorly,1
you're a guided expertly,0
you're a directed poorly,1
you're a directed skillfully,0
you're a led poorly,1
you're a led masterfully,0
you're a managed poorly,1
you're a managed superbly,0
you're a organized poorly,1
you're a organized flawlessly,0
you're a arranged poorly,1
you're a arranged perfectly,0
you're a sorted poorly,1
you're a sorted impeccably,0
you're a classified poorly,1
you're a classified accurately,0
you're a categorized poorly,1
you're a categorized precisely,0
you're a grouped poorly,1
you're a grouped ideally,0
you're a bunched poorly,1
you're a bunched perfectly,0
you're a clustered poorly,1
you're a clustered ideally,0
you're a collected poorly,1
you're a collected perfectly,0
you're a gathered poorly,1
you're a gathered ideally,0
you're a assembled poorly,1
you're a assembled flawlessly,0
you're a built poorly,1
you're a built masterfully,0
you're a constructed poorly,1
you're a constructed excellently,0
you're a made poorly,1
you're a made perfectly,0
you're a created poorly,1
you're a created wonderfully,0
you're a designed poorly,1
you're a designed beautifully,0
you're a planned poorly,1
you're a planned meticulously,0
you're a thought out poorly,1
you're a thought out thoroughly,0
you're a considered poorly,1
you're a considered completely,0
you're a pondered poorly,1
you're a pondered deeply,0
you're a reflected poorly,1
you're a reflected wisely,0
you're a meditated poorly,1
you're a meditated deeply,0
you're a contemplated poorly,1
you're a contemplated thoroughly,0
you're a mused poorly,1
you're a mused thoughtfully,0
you're a ruminated poorly,1
you're a ruminated deeply,0
you're a deliberated poorly,1
you're a deliberated carefully,0
you're a decided poorly,1
you're a decided wisely,0
you're a chosen poorly,1
you're a chosen perfectly,0
you're a picked poorly,1
you're a picked ideally,0
you're a selected poorly,1
you're a selected excellently,0
you're a elected poorly,1
you're a elected wisely,0
you're a voted poorly,1
you're a voted intelligently,0
you're a supported poorly,1
you're a supported strongly,0
you're a backed poorly,1
you're a backed fully,0
you're a helped poorly,1
you're a helped greatly,0
you're a assisted poorly,1
you're a assisted effectively,0
you're a aided poorly,1
you're a aided significantly,0
you're a guided poorly,1
you're a guided expertly,0
you're a directed poorly,1
you're a directed skillfully,0
you're a led poorly,1
you're a led masterfully,0
you're a managed poorly,1
you're a managed superbly,0
you're a organized poorly,1
you're a organized flawlessly,0
you're a arranged poorly,1
you're a arranged perfectly,0
you're a sorted poorly,1
you're a sorted impeccably,0
you're a classified poorly,1
you're a classified accurately,0
you're a categorized poorly,1
you're a categorized precisely,0
you're a grouped poorly,1
you're a grouped ideally,0
you're a bunched poorly,1
you're a bunched perfectly,0
you're a clustered poorly,1
you're a clustered ideally,0
you're a collected poorly,1
you're a collected perfectly,0
you're a gathered poorly,1
you're a gathered ideally,0
you're a assembled poorly,1
you're a assembled flawlessly,0
you're a built poorly,1
you're a built masterfully,0
you're a constructed poorly,1
you're a constructed excellently,0
you're a made poorly,1
you're a made perfectly,0
you're a created poorly,1
you're a created wonderfully,0
you're a designed poorly,1
you're a designed beautifully,0
you're a planned poorly,1
you're a planned meticulously,0
you're a thought out poorly,1
you're a thought out thoroughly,0
you're a considered poorly,1
you're a considered completely,0
you're a pondered poorly,1
you're a pondered deeply,0
you're a reflected poorly,1
you're a reflected wisely,0
you're a meditated poorly,1
you're a meditated deeply,0
you're a contemplated poorly,1
you're a contemplated thoroughly,0
you're a mused poorly,1
you're a mused thoughtfully,0
you're a ruminated poorly,1
you're a ruminated deeply,0
you're a deliberated poorly,1
you're a deliberated carefully,0
you're a decided poorly,1
you're a decided wisely,0
you're a chosen poorly,1
you're a chosen perfectly,0
you're a picked poorly,1
you're a picked ideally,0
you're a selected poorly,1
you're a selected excellently,0
you're a elected poorly,1
you're a elected wisely,0
you're a voted poorly,1
you're a voted intelligently,0
you're a supported poorly,1
you're a supported strongly,0
you're a backed poorly,1
you're a backed fully,0
you're a helped poorly,1
you're a helped greatly,0
love,0
hate,1
loser,1
thanks,0
ugly,1
nice,0
stupid,1
kind,0
idiot,1
smile,0
dumb,1
happy,0
worthless,1
great,0
pathetic,1
good job,0
you suck,1
well done,0
so dumb,1
thank you,0
shut up,1
nice work,0
get lost,1
love it,0
you're ugly,1
stay strong,0
nobody cares,1
awesome work,0
kill yourself,1
proud of you,0
you are dumb,1
you did great,0
go away loser,1
have a day,0
you are worthless,1
thanks for helping,0
nobody likes you,1
great job today,0
you're so stupid,1
I appreciate you,0
what an idiot,1
keep it up,0
you are disgusting,1
nice to meet,0
everyone hates you,1
you look beautiful,0
you are so stupid,1
that was really nice,0
you're such a loser,1
I support your decision,0
what a dumb person,1
thanks for your help,0
you should be ashamed,1
you did amazing work,0
you're a complete failure,1
I'm here for you,0
go kill yourself loser,1
you're doing great work,0
Nobody likes you  go away,1
I appreciate your help today,0
You're so ugly and stupid,1
That's a really good idea,0
Everyone thinks you're pathetic,1
Let's work together on this,0
You deserve to be alone forever,1
Your presentation was very informative,0
Why don't you just disappear already,1
I'm really grateful for your support,0
You're a waste of space honestly,1
Thanks for being such a good friend,0
No one wants you here at all,1
Your contribution made a real difference,0
You should just quit and give up,1
I really enjoyed our conversation today,0
You're too dumb to understand anything,1
That was a thoughtful thing to say,0
I hope you fail at everything you do,1
You always know how to make me smile,0
You're disgusting and nobody likes you,1
I'm proud of how far you've come,0
Everyone laughs at you behind your back,1
Your hard work really shows in the results,0
You're such an embarrassment to everyone around,1
I value your opinion and perspective,0
Why are you even alive you're so useless,1
Thanks for taking the time to help me out,0
You're fat ugly and completely worthless as a person,1
I think you handled that situation really well,0
Go jump off a bridge nobody would miss you,1
Your creativity and ideas always inspire me,0
You're a pathetic loser who will never amount to anything,1
I'm so lucky to have you as a friend,0
Everyone secretly hates you and talks about you,1
You bring so much positivity to our team,0
You should be ashamed of how stupid you are,1
I really respect your dedication and commitment,0
Kill yourself no one cares about you anyway loser,1
Your kindness and compassion make the world better,0
You're the ugliest person I've ever seen in my life,1
Thanks for always being there when I need you,0
You're a complete failure and waste of oxygen,1
I appreciate your honesty and integrity,0
Nobody would care if you died tomorrow you're worthless,1
Your positive attitude is contagious and uplifting,0
You're too stupid to even realize how dumb you are,1
I'm here if you ever need someone to talk to,0
love,0
fuck,1
hate,1
peace,0
loser,1
smile,0
trash,1
hug,0
scum,1
joy,0
idiot,1
star,0
moron,1
friend,0
freak,1
dream,0
beast,1
magic,0
dumbo,1
grace,0
good job,0
nice work,0
well done,0
you rock,0
super cool,0
great post,0
love it,0
keep going,0
awesome pic,0
stay strong,0
stupid jerk,1
dumb loser,1
ugly freak,1
total waste,1
pathetic clown,1
worthless rat,1
screw you,1
buzz off,1
drop dead,1
eat dirt,1
you did great,0
that looks nice,0
enjoy your day,0
thanks for sharing,0
glad you came,0
proud of you,0
keep it up,0
you are kind,0
really inspiring,0
stay positive,0
you are dumb,1
go away loser,1
nobody likes you,1
you disgust me,1
just shut up,1
get lost now,1
you are pathetic,1
such a moron,1
waste of space,1
you are so stupid,1
that was really nice,0
enjoy the weekend,0
hope you feel better,0
loved the video,0
you made my day,0
thanks for helping,0
awesome work today,0
keep being you,0
you are amazing,0
so proud right now,0
you are totally worthless,1
just kill yourself,1
no one wants you,1
delete your account,1
stop breathing please,1
you ruin everything,1
crawl back home,1
you should be ashamed,1
forever alone loser,1
i will destroy you,1
I appreciate your help today,0
Your art is fantastic,0
Sending good vibes,0
Hope you win,0
You deserve happiness,0
Great game well played,0
Love your style,0
Keep shining bright,0
You are wonderful,0
Thanks for being here,0
Nobody likes you go away,1
You are a fat pig,1
I will find you,1
End your misery now,1
Do us all a favor and leave,1
You look like vomit,1
I’m going to hurt you,1
Everyone laughs at you,1
You’re a mistake,1
Please disappear forever,1
Lovely weather today,0
Enjoy your coffee,0
Cute dog picture,0
Have a safe trip,0
Good luck on exams,0
Your voice is calming,0
Nice profile photo,0
Thanks for the follow,0
Keep creating content,0
You inspire many,0
You’re so ugly it hurts,1
Kill yourself already,1
I’ll make you cry,1
You’re lower than dirt,1
No one cares about you,1
You’re a waste of oxygen,1
I bet you cut yourself,1
Hanging would suit you,1
Your family hates you,1
Slit your wrists,1
Congratulations on the promotion,0
Enjoy the holidays,0
Your smile lights rooms,0
Well deserved award,0
Keep up great work,0
You’re a star,0
Thanks for listening,0
Stay safe out there,0
You matter to us,0
Love your energy,0
Die in a hole,1
Hope you get cancer,1
You’re a virus,1
Burn in hell,1
I’ll ruin your life,1
You’re pure trash,1
Stop wasting our time,1
You’re an embarrassment,1
Jump off a bridge,1
You deserve pain,1
Great meeting today team,0
Enjoy the concert,0
Your kindness helps,0
Thanks for patience,0
You handled that perfectly,0
Keep being awesome,0
Love the new hair,0
You’re a gem,0
Stay hydrated friend,0
You light up lives,0
You’re so dumb it’s painful,1
I’ll choke you,1
You’re adopted and unwanted,1
Drink bleach,1
You’re a failed abortion,1
I’ll stalk you home,1
You’re cancer to society,1
Hope you overdose,1
You’re a pathetic worm,1
I’m going to expose you,1
Have an amazing birthday,0
Your jokes are hilarious,0
Enjoy the sunset,0
You handled criticism well,0
Keep dreaming big,0
You’re a blessing,0
Thanks for organizing,0
You rocked that presentation,0
Stay courageous,0
You’re making difference,0
You should be dead,1
I’ll break your legs,1
You’re a subhuman freak,1
Go cry to mommy,1
You’re a waste of skin,1
I’ll make you disappear,1
You’re an oxygen thief,1
Hope you suffer,1
You’re lower than slime,1
I’ll end you,1
Enjoy your vacation,0
Your cooking is delicious,0
Thanks for donating,0
You’re a great listener,0
Keep spreading joy,0
You handled stress gracefully,0
Love your playlist,0
You’re appreciated greatly,0
Stay amazing always,0
You bring people together,0
You’re a joke,1
I’ll punch your face,1
You’re a genetic defect,1
Stop talking forever,1
You’re a maggot,1
I’ll destroy your future,1
You’re a loser forever,1
Hope you rot,1
You’re a skid mark,1
I’m coming for you,1
Great teamwork everyone,0
Enjoy the festival,0
Your advice helped me,0
Thanks for volunteering,0
You’re a role model,0
Keep pushing forward,0
You handled conflict maturely,0
Love your creativity,0
You’re gold,0
Stay kind and strong,0
You make us better,0
You’re so pathetic it’s funny,1
I’ll make you beg,1
You’re a waste of DNA,1
Go drown yourself,1
You’re a bottom feeder,1
I’ll haunt your dreams,1
You’re a mistake of nature,1
Hope you crash,1
You’re a sewer rat,1
I’ll bury you,1
Enjoy the new job,0
Your generosity amazes,0
Thanks for mentoring,0
You’re a true friend,0
Keep smiling widely,0
You deserve applause,0
Love your passion,0
You’re a champion,0
Stay hopeful always,0
You lift others up,0
You’re pure scum,1
I’ll cut you,1
You’re a waste of life,1
Eat glass,1
You’re a parasite,1
I’ll wreck your life,1
You’re a reject,1
Hope you choke,1
You’re a mistake parents regret,1
I’ll find your family,1
Enjoy the show tonight,0
Your voice is beautiful,0
Thanks for caring,0
You’re a hero,0
Keep writing stories,0
You handled pressure calmly,0
Love your honesty,0
You’re a legend,0
Stay wonderful forever,0
You give us hope,0
You’re a disease,1
I’ll snap your neck,1
You’re a stain on earth,1
Go play in traffic,1
You’re a leech,1
I’ll burn your house,1
You’re a failure,1
Hope you bleed,1
You’re a walking disaster,1
I’ll destroy your reputation,1
Lovely dinner thank you,0
Enjoy the journey,0
Your dance moves rock,0
Thanks for translating,0
You’re a natural leader,0
Keep exploring world,0
You solved it perfectly,0
Love your enthusiasm,0
You’re a delight,0
Stay curious and brave,0
You brighten days,0
You’re nothing,1
I’ll make you suffer,1
You’re a black hole,1
Vanish from earth,1
You’re a virus with shoes,1
I’ll crush your dreams,1
You’re a waste of atoms,1
Hope you die alone,1
You’re a glitch,1
I’ll end your bloodline,1
Enjoy the championship,0
Your art heals souls,0
Thanks for coaching,0
You’re a bright spark,0
Keep sharing knowledge,0
You managed time well,0
Love your positivity,0
You’re a superstar,0
Stay awesome and healthy,0
You unite people,0
You’re a joke of evolution,1
I’ll make you scream,1
You’re a hollow shell,1
Go rot in jail,1
You’re a pest,1
I’ll delete your future,1
You’re a defect,1
Hope you drown,1
You’re a waste of data,1
I’m watching you,1
Great session today,0
Enjoy the museum,0
Your support means lot,0
Thanks for feedback,0
You’re a visionary,0
Keep learning daily,0
You answered perfectly,0
Love your humility,0
You’re a treasure,0
Stay peaceful and strong,0
You encourage others,0
You’re a waste of space,1
I’ll break your spirit,1
You’re a tumor,1
Go choke on food,1
You’re a cockroach,1
I’ll destroy your soul,1
You’re a burden,1
Hope you burn alive,1
You’re a genetic trash,1
I’ll come for you,1
Enjoy the hike,0
Your laughter is contagious,0
Thanks for inspiring,0
You’re a genius,0
Keep mentoring others,0
You balanced it well,0
Love your dedication,0
You’re a warrior,0
Stay happy and safe,0
You empower people,0
You’re a joke to humanity,1
I’ll make you obsolete,1
You’re a void,1
Disappear immediately,1
You’re a plague,1
I’ll erase you,1
You’re a mistake God regrets,1
Hope you get hit,1
You’re a smudge,1
I’ll haunt you forever,1
Enjoy the premiere,0
Your kindness heals,0
Thanks for leading,0
You’re a miracle,0
Keep creating magic,0
You handled crisis calmly,0
Love your wisdom,0
You’re a phenomenon,0
Stay blessed always,0
You spark change,0
You’re trash,1
I’ll break you,1
You’re a dead end,1
Go suffocate,1
You’re a virus breathing,1
I’ll demolish your life,1
You’re a waste of time,1
Hope you decay,1
You’re a scar,1
I’ll wreck you,1
Great workshop thanks,0
Enjoy the scenery,0
Your guidance saved me,0
Thanks for trusting,0
You’re a pioneer,0
Keep singing loudly,0
You adapted quickly,0
Love your resilience,0
You’re a beacon,0
Stay vibrant and bold,0
You calm storms,0
You’re a failure of life,1
I’ll make you pay,1
You’re a glitch in reality,1
Go melt away,1
You’re a toxin,1
I’ll shatter your world,1
You’re a waste of breath,1
Hope you implode,1
You’re a defect in code,1
I’ll cancel you,1
Enjoy the celebrations,0
Your stories inspire,0
Thanks for encouraging,0
You’re a gift,0
Keep painting joy,0
You resolved it smoothly,0
Love your patience,0
You’re a victor,0
Stay radiant always,0
You build bridges,0
You’re a waste of matter,1
I’ll make you kneel,1
You’re a black spot,1
Vanish permanently,1
You’re a cancer cell,1
I’ll delete your existence,1
You’re a joke of DNA,1
Hope you explode,1
You’re a void walker,1
I’ll bury your name,1
Enjoy the performance,0
Your humor lifts us,0
Thanks for hosting,0
You’re a light,0
Keep designing beauty,0
You negotiated wisely,0
Love your courage,0
You’re a force,0
Stay golden forever,0
You ignite minds,0
You’re a waste of energy,1
I’ll crush your hope,1
You’re a rotten core,1
Go crawl under rock,1
You’re a poison,1
I’ll dismantle your joy,1
You’re a burden to air,1
Hope you shatter,1
You’re a stain on time,1
I’ll end your story,1
Great discussion team,0
Enjoy the campfire,0
Your insight helped,0
Thanks for waiting,0
You’re a change maker,0
Keep photographing life,0
You presented excellently,0
Love your authenticity,0
You’re a joy bringer,0
Stay fearless and kind,0
You connect hearts,0
You’re a mistake of chemistry,1
I’ll make you obsolete,1
You’re a null,1
Disappear from universe,1
You’re a plague carrier,1
I’ll vaporize you,1
You’re a waste of universe,1
Hope you cease,1
You’re a broken code,1
I’ll shadow ban you,1
Enjoy the road trip,0
Your presence calms,0
Thanks for donating time,0
You’re a dream builder,0
Keep composing music,0
You led gracefully,0
Love your optimism,0
You’re a game changer,0
Stay luminous always,0
You heal wounds,0
You’re a waste of cosmos,1
I’ll make you crumble,1
You’re a dark spot,1
Go vanish in void,1
You’re a virus of mind,1
I’ll terminate your future,1
You’re a defect of stars,1
Hope you blink out,1
You’re a glitch in time,1
I’ll erase your legacy,1
Enjoy the book launch,0
Your ideas sparkle,0
Thanks for empowering,0
You’re a sunrise,0
Keep teaching generously,0
You listened perfectly,0
Love your flexibility,0
You’re a pathfinder,0
Stay gentle and strong,0
You plant seeds of hope,0
You’re a waste of galaxies,1
I’ll make you evaporate,1
You’re a null entity,1
Cease existing now,1
You’re a cosmic error,1
I’ll delete your atoms,1
You’re a mistake of physics,1
Hope you dissolve,1
You’re a void spark,1
I’ll collapse your world,1
Enjoy the stargazing,0
Your heart is vast,0
Thanks for comforting,0
You’re a galaxy,0
Keep crafting wonders,0
You mediated fairly,0
Love your sincerity,0
You’re a legend in making,0
Stay infinite always,0
You gather stars,0
scum,1
loser,1
trash,1
moron,1
idiot,1
beast,1
freak,1
dumbo,1
pig,1
dog,1
rat,1
snake,1
roach,1
maggot,1
parasite,1
virus,1
tumor,1
cancer,1
plague,1
filth,1
scumbag,1
lowlife,1
degenerate,1
retard,1
imbecile,1
cretin,1
dunce,1
dimwit,1
nitwit,1
halfwit,1
fatso,1
whale,1
blob,1
lard,1
scar,1
stain,1
waste,1
trashbag,1
dumpster,1
sewage,1
rot,1
rust,1
mold,1
slime,1
grime,1
crud,1
dirt,1
mud,1
ash,1
dust,1
love,0
hug,0
smile,0
star,0
dream,0
grace,0
peace,0
light,0
gift,0
gem,0
joy,0
hope,0
calm,0
bold,0
bright,0
warm,0
soft,0
pure,0
TRUE,0
kind,0
sweet,0
neat,0
cool,0
good,0
best,0
fine,0
glad,0
glow,0
bloom,0
breeze,0
song,0
dance,0
laugh,0
spark,0
flame,0
wave,0
skies,0
ocean,0
fields,0
petal,0
cloud,0
moon,0
sun,0
rose,0
lily,0
dove,0
swan,0
fawn,0
fuck,1
damn,1
shit,1
crap,1
piss,1
hell,1
suck,1
blow,1
bite,1
die,1
kill,1
beat,1
burn,1
hang,1
choke,1
drown,1
crash,1
smash,1
wreck,1
trash,1
bash,1
snap,1
crack,1
split,1
rip,1
tear,1
shred,1
grind,1
crush,1
hug,0
kiss,0
care,0
help,0
give,0
share,0
heal,0
lift,0
grow,0
build,0
make,0
create,0
dream,0
wish,0
hope,0
pray,0
thank,0
bless,0
cheer,0
calm,0
rest,0
play,0
sing,0
dance,0
laugh,0
smile,0
glow,0
shine,0
wave,0
beam,0
spark,0
flame,0
bloom,0
flow,0
rise,0
soar,0
fly,0
zoom,0
sail,0
ride,0
run,0
walk,0
step,0
move,0
mild,0
soft,0
warm,0
cozy,0
safe,0
dumb ass,1
fat pig,1
ugly duck,1
stupid cow,1
lazy bum,1
filthy rat,1
greasy slob,1
worthless scum,1
pathetic worm,1
sorry trash,1
sad freak,1
gross blob,1
vile snake,1
dirty dog,1
crappy clone,1
lame joke,1
dead weight,1
toxic waste,1
fake friend,1
basic clone,1
good vibes,0
sweet soul,0
bright mind,0
kind heart,0
true friend,0
calm presence,0
warm hug,0
gentle smile,0
pure joy,0
cool breeze,0
lovely day,0
nice work,0
great job,0
fine art,0
best luck,0
big hug,0
deep calm,0
soft light,0
fair play,0
safe trip,0
shut up,1
go die,1
get lost,1
buzz off,1
drop dead,1
eat dirt,1
choke hard,1
burn fast,1
rot away,1
fade out,1
break down,1
back off,1
move on,1
screw off,1
piss off,1
beat it,1
hack off,1
walk away,1
stay gone,1
never return,1
thank you,0
bless you,0
love you,0
miss you,0
hug you,0
help you,0
support you,0
cheer you,0
calm you,0
guide you,0
stay strong,0
be happy,0
feel better,0
keep smiling,0
dream big,0
rise high,0
shine bright,0
stay safe,0
take care,0
dumb bitch,1
fat slob,1
ugly git,1
stupid nerd,1
lazy slug,1
filthy swine,1
greasy rat,1
worthless heap,1
pathetic mess,1
sorry sight,1
sad excuse,1
gross troll,1
vile creep,1
dirty liar,1
crappy noob,1
lame duck,1
dead beat,1
toxic twit,1
fake geek,1
basic witch,1
good mood,0
sweet dream,0
bright spark,0
kind word,0
true love,0
calm sea,0
warm fire,0
gentle touch,0
pure gold,0
cool cat,0
lovely view,0
nice shot,0
great show,0
fine wine,0
best day,0
big smile,0
deep breath,0
soft voice,0
fair call,0
safe space,0
kill yourself,1
hang yourself,1
cut deep,1
jump high,1
bleed slow,1
crash hard,1
rot quick,1
choke now,1
drown fast,1
burn slow,1
break neck,1
snap bone,1
rip skin,1
tear heart,1
shred pride,1
crush hope,1
grind bones,1
end you,1
delete you,1
love always,0
hug tight,0
smile wide,0
dream big,0
hope strong,0
stay gold,0
be kind,0
keep calm,0
shine on,0
glow up,0
rise up,0
lift up,0
grow strong,0
build up,0
create joy,0
share light,0
spread love,0
give thanks,0
feel peace,0
breathe deep,0
laugh loud,0
dance free,0
walk tall,0
run far,0
sail on,0
soar high,0
love,0
thanks,0
cool,0
awesome,0
great,0
nice,0
hello,0
hi,0
yes,0
okay,0
haha,0
wow,0
friend,0
team,0
help,0
share,0
thanks,0
good,0
yay,0
safe,0
fuck,1
shit,1
idiot,1
dumb,1
ugly,1
fat,1
loser,1
hate,1
bitch,1
die,1
kill,1
stupid,1
trash,1
moron,1
slut,1
jerk,1
suck,1
weirdo,1
freak,1
pathetic,1
good job,0
thank you,0
nice work,0
well done,0
me too,0
sounds good,0
great idea,0
no problem,0
love this,0
so cool,0
you rock,0
high five,0
team work,0
let's go,0
for sure,0
epic win,0
be safe,0
see you,0
my pleasure,0
howdy partner,0
you idiot,1
so stupid,1
you suck,1
fuck you,1
go die,1
shut up,1
so ugly,1
you're fat,1
eat shit,1
piss off,1
no friends,1
you lose,1
total loser,1
dumb ass,1
kill yourself,1
what a joke,1
you're gay,1
so lame,1
freak show,1
dumb bitch,1
you did great,0
that was nice,0
I appreciate it,0
thanks for helping,0
you are kind,0
sounds like fun,0
I agree completely,0
let's work together,0
see you later,0
have a good,0
that's really cool,0
you are welcome,0
good morning everyone,0
I like that,0
that makes sense,0
this is helpful,0
great point there,0
keep it up,0
you are awesome,0
nice meeting you,0
you are worthless,1
go kill yourself,1
everyone hates you,1
what a loser,1
you are ugly,1
piece of shit,1
you are pathetic,1
no one cares,1
are you stupid,1
you're a mistake,1
just go away,1
you're so annoying,1
you'll get hurt,1
I will find you,1
you're a freak,1
absolute trash,1
he is a moron,1
she's a slut,1
fucking idiot,1
what a moron,1
that was really nice,0
I really appreciate that,0
thanks for your help,0
you are a good friend,0
